farm_id,farm_class,x_coord,y_coords
F2961,small,14527.051270760601,37430.41640318105
F2962,small,20462.092339463055,18970.687496397375
F2963,small,17358.80209313077,31767.229636679684
F2964,small,19636.773675757493,38670.262910934216
F2965,small,15688.701200823774,47157.32212884617
F2966,small,15582.072580345017,37577.703862746675
F2967,small,21603.676239498014,46139.00992036968
F2968,small,21882.209522182744,38504.17805947439
F2969,small,36144.50817764652,24711.286151114135
F2970,small,19123.33970118532,47595.30748054052
F2971,small,40696.08478233538,3142.6307218667025
F2972,small,28540.5743387439,27569.670136473764
F2973,small,37655.271052243814,26015.95108314377
F2974,small,31321.87489418071,37012.69799371714
F2975,small,31728.999147946462,55373.47029344461
F2976,small,2702.2216193718073,48173.48227437
F2977,small,30882.238128525307,26502.243936346753
F2978,small,37557.38373010818,52136.16790203736
F2979,small,29702.641744250184,22150.131017407406
F2980,small,7812.519169182046,36159.3262087026
F2981,small,27741.35287827764,21497.822486752928
F2982,small,28994.146345440524,13916.25691331786
F2983,small,34421.86431679789,17548.30140135954
F2984,small,24394.062110401686,27643.906931048372
F2985,small,33558.59989750355,41489.01683296207
F2986,small,9447.481991672046,32321.890073599952
F2987,small,14124.668314462331,27606.2451527087
F2988,small,30798.45002847273,52702.382225122776
F2989,small,19692.882700013502,29614.90353024987
F2990,small,20403.873232433718,48542.5125401426
F2991,small,30418.387552810003,53220.15854021842
F2992,small,20068.916841307586,55767.74194246677
F2993,small,31514.69859890088,54728.2651615723
F2994,small,38720.79582460754,45077.402966863236
F2995,small,12332.192667287305,40863.16946587299
F2996,small,37394.84012999077,34571.2938834895
F2997,small,23619.179143131973,26589.017443105422
F2998,small,39639.15374035036,33882.84820106042
F2999,small,38833.83215170296,31264.045937768144
F3000,small,28614.436493736073,20444.80091329761
F3001,small,24755.727403916164,20620.525507553342
F3002,small,25322.37303254865,44033.762203444916
F3003,small,27751.8347226068,26241.180852916652
F3004,small,29211.033503647875,24962.213594276986
F3005,small,8997.938891231708,43849.471141825044
F3006,small,32945.238039753545,40359.69187429504
F3007,small,35006.594793209835,44716.810596126474
F3008,small,35898.62860663701,10242.705778578105
F3009,small,35336.81800306541,22849.48349013101
F3010,small,38810.076161731275,28163.284368972378
F3011,small,45755.12591441196,31699.713633274736
F3012,small,8587.589858901789,32582.185673931792
F3013,small,20315.774149804936,57503.9826367159
F3014,small,23499.956064392725,10417.348392010392
F3015,small,19167.319139074018,46758.33335133867
F3016,small,20543.485922564563,32488.56800714607
F3017,small,9820.234890707237,33332.37817789257
F3018,small,19192.713877171285,43289.46889255996
F3019,small,5391.510989620245,31303.090642095223
F3020,small,38619.666931631036,40764.26900538467
F3021,small,28619.750113196435,18685.484003670485
F3022,small,25513.267907438312,11466.065399386993
F3023,small,31390.928806824842,11064.990693916863
F3024,small,33321.97694077841,15259.407305951554
F3025,small,28092.754003689904,23242.08736301825
F3026,small,14821.281060300978,46135.74312790206
F3027,small,39127.505677358655,23446.04010599212
F3028,small,40541.75165092925,36204.43612881566
F3029,small,26283.304511041686,45062.43709073915
F3030,small,32187.50310395917,21108.500032451262
F3031,small,40878.37154085676,25887.25968520397
F3032,small,23967.546774726932,28664.121184193336
F3033,small,30114.36600476506,51757.37218868504
F3034,small,32000.919280041184,28313.702866872598
F3035,small,29803.408378989294,15813.238028795065
F3036,small,26606.098244163386,41649.28386474131
F3037,small,36737.91314285941,3473.0265205332776
F3038,small,16456.586058201083,51194.26501112018
F3039,small,41330.68826820051,31902.737903760477
F3040,small,29435.9797120452,23791.84692913893
F3041,small,39386.701452615525,23510.576218879167
F3042,small,22520.40708006227,52044.09886154015
F3043,small,24880.72989892207,16141.739708279803
F3044,small,46376.699617612736,24375.351412431643
F3045,small,15742.408947829657,51434.74973317745
F3046,small,14714.35859074189,53058.546738431345
F3047,small,49713.89641020814,25631.873920333466
F3048,small,2727.6861218914855,43478.298978152256
F3049,small,3377.5484247270624,40445.41276819946
F3050,small,19852.3117792336,45636.21509584702
F3051,small,24279.24685648702,30181.663995503764
F3052,small,41795.16330721905,29264.014545469683
F3053,small,31936.109794849795,29408.069469238828
F3054,small,36814.52245752392,8319.070699237125
F3055,small,25472.158418327188,43190.652681657586
F3056,small,19931.704374130364,41609.902857520225
F3057,small,33941.54373620622,33722.37806316351
F3058,small,29321.363485869988,56599.59711325449
F3059,small,10240.158687042935,44133.53491396479
F3060,small,27300.831990803512,30470.807548126315
F3061,small,4201.212870444117,27815.80162166979
F3062,small,34749.18947064438,6412.413453786691
F3063,small,37923.22946086061,24883.12541733003
F3064,small,25003.811678261543,20869.560473811605
F3065,small,39065.13850035025,37059.98937753346
F3066,small,23756.981883182078,48329.16355784826
F3067,small,34863.8661824741,45530.65731995599
F3068,small,35863.05063068308,34275.59183409605
F3069,small,8020.210349323877,42955.321081868715
F3070,small,27572.387257660655,44737.49143192625
F3071,small,33056.05455895244,12516.836532890915
F3072,small,21331.25021632526,51460.14435889443
F3073,small,7878.995527888951,50455.43794781049
F3074,small,31680.48688267503,41827.90611330326
F3075,small,1847.9598516936912,44289.82686067977
F3076,small,38744.45101646832,22266.15175803854
F3077,small,25009.0472154521,28115.37167085103
F3078,small,31654.23784426096,17837.36462832325
F3079,small,8896.875355730836,40483.08340110492
F3080,small,3496.0582988317847,38511.70116766069
F3081,small,1954.2867825410108,27839.480201802122
F3082,small,43470.375505478696,41411.860064158645
F3083,small,26479.440267765403,42194.504623713176
F3084,small,25249.54966132646,52995.99865722573
F3085,small,11760.99006156105,42478.85902330136
F3086,small,26068.298646156152,34676.81406277055
F3087,small,25140.44695848623,10270.830979419774
F3088,small,14492.081587932007,53486.66177748898
F3089,small,32056.848982668376,13397.486826404438
F3090,small,11351.349418442462,55900.127586744
F3091,small,6858.701840197172,52313.40451316785
F3092,small,11868.914890536826,29058.56927195997
F3093,small,21724.88492958096,30256.634568767902
F3094,small,35975.68895285202,49941.32960917836
F3095,small,43998.042372974414,24028.47701968304
F3096,small,18975.792201350367,52873.18140484084
F3097,small,8571.328116905792,53021.71058599422
F3098,small,19283.006643256816,26040.571595193916
F3099,small,23329.837736902173,56382.304315593065
F3100,small,32767.671751094098,22972.605407402632
F3101,small,26151.21459409176,34371.70543248549
F3102,small,43647.32059731412,39023.20644577826
F3103,small,27272.448106408974,54157.18771310974
F3104,small,21276.60763122715,38051.183559114084
F3105,small,6900.367624734853,44409.2557748701
F3106,small,13005.591334950146,46336.77012062895
F3107,small,11542.702727792699,54750.4052595133
F3108,small,39915.04590539649,30662.86924178624
F3109,small,14988.528192640972,39920.15654958344
F3110,small,37172.77993767617,34091.96475020168
F3111,small,28631.88322506607,31165.353340341353
F3112,small,47168.403624743005,32447.671688194205
F3113,small,21124.52929884781,48687.63285459145
F3114,small,29107.817618630932,32540.881451167566
F3115,small,8518.577570001324,37830.33078378942
F3116,small,22911.955580676844,54891.49727880796
F3117,small,27644.96884233219,17615.715482090924
F3118,small,14754.646277902304,55777.77868226602
F3119,small,25583.673431993004,44668.5076047344
F3120,small,30001.10082117729,49748.393476227655
F3121,small,25133.224445307755,34089.57777878549
F3122,small,27802.980998947056,32324.829041154924
F3123,small,31239.52371657965,13923.51975475827
F3124,small,3713.622810160159,41220.99994928603
F3125,small,10740.442154960736,48235.09440676999
F3126,small,34879.61506187338,19587.169514304383
F3127,small,20565.490814083845,25806.745929010667
F3128,small,28970.49913909545,27130.01679638163
F3129,small,9318.589230663263,42207.00285591621
F3130,small,3616.7292783134285,29352.301521578887
F3131,small,30552.40937364595,35613.078749682514
F3132,small,30435.350150766943,48069.44671408992
F3133,small,30427.670456686294,30536.311237338756
F3134,small,34438.37852282161,40637.348170619545
F3135,small,33482.66862554311,17525.510267031044
F3136,small,22582.819501437367,12935.711953813336
F3137,small,37310.55786244779,23826.659302680415
F3138,small,12549.335606157838,35606.79414128638
F3139,small,24004.93390068663,19322.929472012016
F3140,small,33110.11521432707,54937.768537348
F3141,small,24038.80525997422,21324.1455141255
F3142,small,21632.24089496753,44424.9406971667
F3143,small,31420.883710022674,19121.491698817164
F3144,small,19585.039877450003,33881.4850981558
F3145,small,37340.24037129794,21911.88053883166
F3146,small,38815.78218029038,38665.30858831249
F3147,small,21397.375647022953,32357.898384976594
F3148,small,26863.275077943825,57636.1098270654
F3149,small,22972.081622397036,49379.552808530956
F3150,small,8694.875545296814,43813.196358987996
F3151,small,27012.825835945012,21207.383815313642
F3152,small,31230.05914685834,21255.885197126372
F3153,small,29399.44153887881,52311.46433564727
F3154,small,5237.240431793007,45838.51113727961
F3155,small,8853.371875650266,37083.70449081307
F3156,small,16581.20138481099,46479.77980941323
F3157,small,16629.38763641175,51938.09568200293
F3158,small,21717.96754445312,55546.71904317024
F3159,small,30981.02913877722,32172.908867301066
F3160,small,38034.37881801423,4378.2674337721355
F3161,small,35580.26167106936,34429.93614095107
F3162,small,37573.839579628824,5523.962271045174
F3163,small,30391.75423108716,54439.04960045169
F3164,small,29340.542554225347,45972.40830796412
F3165,small,16283.64867415676,56422.98717407838
F3166,small,5225.279810986683,44489.392237836335
F3167,small,41702.48160068133,35746.142610891
F3168,small,33769.78804893264,39703.29226727185
F3169,small,26801.128274693598,11607.771302765239
F3170,small,23835.15449524067,20125.115009594312
F3171,small,41014.637173628114,33157.748116216855
F3172,small,8886.341613039196,41695.47058010879
F3173,small,33160.724551419764,34924.99310616405
F3174,small,47676.7443730851,22584.169327336458
F3175,small,20942.424151796546,57594.59184187437
F3176,small,43023.32733663985,30674.23836188522
F3177,small,10100.457454851809,52935.15644081381
F3178,small,27093.391925317355,53082.83472880641
F3179,small,38849.77017317843,6316.185871627191
F3180,small,40198.40107942172,42255.40700598252
F3181,small,35897.649601174184,28441.513791436235
F3182,small,47251.53701816885,24825.368873401214
F3183,small,26503.68712031215,58523.63670016413
F3184,small,48254.25234953815,32227.696965329196
F3185,small,51296.43599806567,24900.55039163331
F3186,small,23477.418543477157,8270.674795576895
F3187,small,22418.578633822985,7868.292246364907
F3188,small,21118.086608040485,38974.40620879531
F3189,small,4900.522208095354,40229.66404226636
F3190,small,31060.38998663807,52392.965105277406
F3191,small,33159.288179069554,56332.24291449849
F3192,small,24476.081261116982,36798.21729239338
F3193,small,30888.296216069608,14340.93971835486
F3194,small,22217.92707471073,7847.76143042904
F3195,small,14468.136327600281,34470.90887728391
F3196,small,5728.126853473806,46403.31290419437
F3197,small,23659.538275985,42132.5386553413
F3198,small,44391.972223563156,33586.278953037414
F3199,small,24468.082652460685,59407.68306427886
F3200,small,49168.974980964085,25537.87073045248
F3201,small,42552.97952231193,26900.691124576733
F3202,small,6991.856934992154,41977.54754688289
F3203,small,40298.10793626125,32947.88932938289
F3204,small,34947.19158843024,16636.69950872279
F3205,small,23647.362182917506,50016.611879141296
F3206,small,42923.87649475741,41515.39659642853
F3207,small,12138.34650384735,44613.32740936947
F3208,small,22578.713934689953,44528.39020106642
F3209,small,37900.39122334174,2796.1749793046047
F3210,small,28299.09236119686,52968.01182977365
F3211,small,21399.787632632026,44328.02671983141
F3212,small,32999.34837245839,14524.476560847337
F3213,small,32913.023130451846,48080.41424895508
F3214,small,11480.772651961119,33404.24803918507
F3215,small,36930.58670621627,35320.32741249823
F3216,small,21595.327447667176,52535.33576893299
F3217,small,15033.961201439628,50687.22004739135
F3218,small,30985.47894738162,49474.08967292043
F3219,small,10219.426492638262,46048.59648042723
F3220,small,22388.231948285385,15812.324384887583
F3221,small,21727.154307183144,42924.28017265108
F3222,small,10578.604525900175,56148.52813273675
F3223,small,13420.324491661804,32917.14579593991
F3224,small,18116.584681736895,26788.36529893456
F3225,small,9777.34881753501,44727.14751322128
F3226,small,32619.441337361455,36060.07791470009
F3227,small,28690.567077695843,25089.84040924507
F3228,small,41316.98014915091,42232.18012009666
F3229,small,35541.10472585953,36729.069099628185
F3230,small,15275.29437743822,38558.98048650374
F3231,small,37204.96353255066,10276.375323281804
F3232,small,31374.327625594906,48409.10293227659
F3233,small,14225.604744897559,42056.74141798698
F3234,small,24583.621682231445,23393.705094249886
F3235,small,35716.287153620804,8697.220875767483
F3236,small,27598.07917085562,52461.16066523967
F3237,small,29705.304141615445,21703.21327597942
F3238,small,32455.435317416108,43502.63960477346
F3239,small,22797.48466674211,53740.159591858144
F3240,small,14466.284148168357,42115.35818113016
F3241,small,32835.585292642565,47380.2777443451
F3242,small,31302.447805467218,7626.539832575103
F3243,small,15937.50075251113,60575.14780697018
F3244,small,32214.29826555448,18643.479355119143
F3245,small,3177.287312096828,44246.41901430841
F3246,small,18573.69498895855,57564.0412946763
F3247,small,38997.745342439346,26546.765972967707
F3248,small,39412.07395421214,39706.49281268903
F3249,small,49173.05820315088,33030.087358595105
F3250,small,25000.69275852414,54957.79886422882
F3251,small,11751.53593853523,40228.954284441876
F3252,small,28816.797139239745,51646.5687059377
F3253,small,41723.11830073674,26124.928014919544
F3254,small,29960.779055386003,19617.18552412341
F3255,small,23275.713874227527,24752.445885342117
F3256,small,22376.34340859871,54799.12391595459
F3257,small,34526.3220449379,11245.3054774028
F3258,small,25248.263328531324,51007.07122936133
F3259,small,29115.94194933158,28588.189801663033
F3260,small,30356.813330134963,20039.109450099735
F3261,small,23875.83900396082,20734.213716952494
F3262,small,3315.5542916435475,43850.01816348735
F3263,small,29488.15035432598,17711.78534872123
F3264,small,49280.95009989641,23980.904228824736
F3265,small,30822.398558044413,46617.80824281861
F3266,small,31199.234856889474,35449.51852794258
F3267,small,35487.43498655531,50722.14244887608
F3268,small,20765.572174362536,28041.082032213264
F3269,small,15986.78630470194,50332.76643706317
F3270,small,48511.8309446947,31111.3338301341
F3271,small,35369.13214610947,27260.205654911784
F3272,small,14914.661198863158,38476.36249190678
F3273,small,34293.42058187705,29980.25066198162
F3274,small,29810.275260341547,42662.26132892766
F3275,small,23248.882763068563,53912.54736917113
F3276,small,26934.942857477654,50337.026169272845
F3277,small,14668.440694490502,37906.171588754914
F3278,small,20085.06587569463,24099.356266437746
F3279,small,26528.250533325496,47638.416281413745
F3280,small,13069.605651338123,36216.82158057787
F3281,small,33220.015780584465,7455.121741999762
F3282,small,28068.80270100533,43387.13781075245
F3283,small,15019.84132600221,49064.706624061466
F3284,small,23908.64883040075,11599.46244036314
F3285,small,32020.569213352373,22470.051692238867
F3286,small,19693.680307658935,30061.227536317325
F3287,small,25549.934684566328,43680.858889838
F3288,small,37165.8256121214,7697.117895675709
F3289,small,46497.238029080996,34044.576809775186
F3290,small,11357.332595143038,35915.4682220751
F3291,small,6377.955085945359,42759.144573290694
F3292,small,28322.803359367128,34663.60284031238
F3293,small,20445.643145640137,47830.17560837995
F3294,small,16843.16823703067,41009.83912996788
F3295,small,37281.56123501724,3612.396061995223
F3296,small,8937.446335383722,46109.0687240771
F3297,small,31468.12492141518,45483.87239878144
F3298,small,3132.82834700576,49317.377685053005
F3299,small,34714.47004619179,39331.776358860174
F3300,small,4063.9492288821657,38487.85380175505
F3301,small,29950.75528874658,47030.194706731454
F3302,small,3574.9896576960964,39598.48086376714
F3303,small,31393.510859999504,14107.93914811816
F3304,small,42608.01713859821,42378.07551909537
F3305,small,33383.11325150314,21161.3807698178
F3306,small,29448.79102540863,22699.46440218525
F3307,small,17933.81440899877,52588.94704401047
F3308,small,31076.417856488668,53343.94863250787
F3309,small,13817.236083646243,53689.96151152824
F3310,small,19185.082815911315,51785.8989300168
F3311,small,27186.16579351459,12822.13395811738
F3312,small,42240.139602672374,32030.88840329097
F3313,small,30168.3370883083,35145.182055185796
F3314,small,45837.273787537684,24903.913752310465
F3315,small,26211.763354135273,50117.73981151562
F3316,small,24458.319337836583,57515.31023357287
F3317,small,3493.9011972478006,34341.61898493067
F3318,small,38324.446018905786,20136.07744652868
F3319,small,11014.086079405763,28692.90585922324
F3320,small,8011.877805882619,51168.393394922474
F3321,small,37097.80175450557,49737.01637286962
F3322,small,14473.477639122217,48465.632613377085
F3323,small,16170.011766856447,44922.46399216115
F3324,small,3033.577141650563,29074.852766193027
F3325,small,5081.52909273816,47557.6263881803
F3326,small,35034.116481857054,41564.16640462914
F3327,small,17796.025944281475,54254.13555096093
F3328,small,6350.210702267571,51660.817743154534
F3329,small,32336.397221185838,26217.40662235892
F3330,small,24523.53896172818,55228.43406468659
F3331,small,38575.849677500446,4348.041876431378
F3332,small,29760.071020813823,41726.504987601336
F3333,small,29704.276693567517,55590.35597780086
F3334,small,10919.941707461934,43342.2063427078
F3335,small,22668.396695507727,42332.623079273566
F3336,small,48832.53136329433,23377.16150272696
F3337,small,23018.89308410722,20444.188350529603
F3338,small,3744.8183543871182,46795.70042059281
F3339,small,12901.012157075842,56250.425650402176
F3340,small,28420.073794367367,56057.21643382642
F3341,small,19253.50991920618,52141.747618027795
F3342,small,8835.426598114624,44698.78336358985
F3343,small,31963.7685734252,34148.53290052581
F3344,small,38947.01838601024,30224.890807280004
F3345,small,7787.316661479907,41608.8166396334
F3346,small,32903.491526266705,14317.436095702618
F3347,small,1346.6162996740172,42933.92980418395
F3348,small,11532.791610373239,37769.95390275887
F3349,small,10166.445107129717,31605.808315850958
F3350,small,20062.354914090472,22998.784054417323
F3351,small,25946.873260623866,14026.402061128936
F3352,small,21655.42221500333,7117.620813181394
F3353,small,31207.995225479495,20066.638177718614
F3354,small,42793.159857209605,38434.59707840603
F3355,small,24190.60735716294,49368.9454624279
F3356,small,40195.1104370921,3980.4719866674577
F3357,small,31911.40561411601,51221.39659209666
F3358,small,8515.06305978205,46923.44625248643
F3359,small,42553.43948132929,22688.114456823532
F3360,small,14974.905268654538,58852.642603701795
F3361,small,7878.946655755655,36727.25853289245
F3362,small,30958.824741709173,18580.847213185414
F3363,small,35454.804709402146,40438.11511477429
F3364,small,23661.15170489713,50960.950868054344
F3365,small,9948.419896353913,32227.883167235144
F3366,small,26245.443034966127,39170.33126041741
F3367,small,5556.861499283309,45434.262519119155
F3368,small,22484.588038159676,56718.80626015034
F3369,small,26970.145039071285,42272.790161944926
F3370,small,30551.908263358335,55524.05382407904
F3371,small,30011.16258183119,38698.82954131132
F3372,small,40047.167750832145,36483.08773139955
F3373,small,38527.36930598299,10313.53102555005
F3374,small,24911.871345661148,44376.19560148717
F3375,small,26704.915467497733,42751.44209159761
F3376,small,32586.464619833398,53359.95207466088
F3377,small,37069.519061223255,24652.290203149525
F3378,small,21492.82043166492,21163.892008565923
F3379,small,13962.599800317235,34761.95994033831
F3380,small,43971.17560798649,30346.352103977748
F3381,small,36145.78360737027,52637.055407265754
F3382,small,17924.35083454336,34819.8027124831
F3383,small,25912.234123078717,58214.57626979984
F3384,small,21059.60429724673,51422.72675420417
F3385,small,14847.031191772658,40585.74771756351
F3386,small,26201.77662042884,49914.279017766064
F3387,small,29558.47425622207,12511.067708785897
F3388,small,2676.999215033467,30140.687033521877
F3389,small,23661.08258660511,25372.511181958453
F3390,small,33636.88814633735,20611.38500266033
F3391,small,38884.441051840964,31803.051499416248
F3392,small,31384.94253162944,21104.670252563923
F3393,small,24990.152156668802,24571.175741678624
F3394,small,13764.03853978836,58280.58933874998
F3395,small,5682.1449832200915,36546.28214236891
F3396,small,29572.655241609253,55296.977294689175
F3397,small,27675.482173458488,25399.687370276883
F3398,small,12302.770911142112,50222.49775272854
F3399,small,34306.755287654385,16432.20397891027
F3400,small,42436.90145895296,37973.766277003415
F3401,small,38390.65150601233,30960.891117315157
F3402,small,17673.603303693646,55741.86468464398
F3403,small,42867.966782078176,42825.987371262534
F3404,small,6706.662829512165,47501.992831439944
F3405,small,9765.252405788486,43276.34348853295
F3406,small,30678.166784561585,39447.926038230355
F3407,small,16324.137029860414,55816.5372066763
F3408,small,10536.469934479617,41675.43294949021
F3409,small,28326.957860995808,39012.32626727745
F3410,small,23948.90529904108,24009.576626655482
F3411,small,34170.13993034458,23103.478887707322
F3412,small,4799.107207127233,36859.581234553494
F3413,small,34948.682495190005,31934.282384787737
F3414,small,13186.02711809322,47066.75691427859
F3415,small,30252.259628086733,8866.986822088933
F3416,small,33965.40732586995,17913.396647905858
F3417,small,44599.30925450112,33545.93474295913
F3418,small,10301.200763837254,29084.355149033992
F3419,small,27101.24895342469,33439.62519982171
F3420,small,38253.19747577053,11978.408117860665
F3421,small,23249.625867530525,22903.268245823798
F3422,small,33774.22861321725,27212.73729895957
F3423,small,14125.387519673091,33932.25877859508
F3424,small,26140.34298839465,52840.65597812814
F3425,small,34390.739650360105,11803.311951103578
F3426,small,23257.747674160717,41964.164605559265
F3427,small,13603.455477119853,53878.70365734618
F3428,small,25895.710581416886,28994.03415277961
F3429,small,14530.81614890256,33680.95786415764
F3430,small,5056.415438623067,42250.45798844153
F3431,small,38567.10205049606,48056.87334386682
F3432,small,23836.82173278066,15782.878874579483
F3433,small,33216.09986229571,18293.277890030873
F3434,small,29735.95611608499,11964.33204953029
F3435,small,16257.762750216236,53257.67554988047
F3436,small,34046.861533887575,51853.898018688036
F3437,small,35139.136028221015,54477.200189531715
F3438,small,2873.3396002808113,46401.41972756839
F3439,small,19739.597465293682,32866.896845106254
F3440,small,26115.140647182314,11303.861688492327
F3441,small,24175.54009185484,39304.57038731323
F3442,small,31068.62945089642,7957.400248354222
F3443,small,22658.379918570976,25395.024912248005
F3444,small,30658.897091094506,6836.325925519365
F3445,small,27620.09565010652,52210.1671737249
F3446,small,30082.445316271336,41092.49276723318
F3447,small,26005.01394261938,54497.88682430673
F3448,small,8683.544327322474,37989.91794229957
F3449,small,9609.41830593553,33766.58994861766
F3450,small,45562.64044177883,30251.27466829365
F3451,small,34666.42120090415,35243.98718599938
F3452,small,11365.009959596602,58574.06954971922
F3453,small,35802.757397423775,50962.61146635308
F3454,small,27681.00474372415,52824.05678256371
F3455,small,11799.88033415874,58116.04055461096
F3456,small,28524.144646338245,46722.93755940603
F3457,small,23311.9503224225,47781.00595608245
F3458,small,14322.416925971353,55689.365826948924
F3459,small,12714.997228049217,32564.81895301532
F3460,small,21316.007991967756,53263.42829520781
F3461,small,20626.83925751715,50852.58679066487
F3462,small,32698.078218255527,18593.330625041184
F3463,small,18361.473105061785,59975.11813237291
F3464,small,23679.04470015762,57797.88802045148
F3465,small,33261.98169772756,8460.610509476446
F3466,small,23391.953525630783,41351.43553113413
F3467,small,21901.29854431272,57429.683044761536
F3468,small,24743.291187531027,25834.504736110495
F3469,small,28940.34470328137,55270.2126464796
F3470,small,7085.332446629553,48510.524367501945
F3471,small,18924.654532159286,51512.49771949122
F3472,small,30981.37106899033,38048.132584552906
F3473,small,42961.376271934365,26161.722082958597
F3474,small,33103.379920921,21942.654353958915
F3475,small,33649.493359285036,21343.286101987225
F3476,small,14920.083527450219,56589.34226831315
F3477,small,21246.986234603122,55013.74849073498
F3478,small,32311.361945693094,22526.00716433477
F3479,small,8003.776937910552,29526.691964951428
F3480,small,20301.677548621825,52312.85089436147
F3481,small,4199.38091317929,47396.300543204416
F3482,small,15257.461651986718,51458.52700646566
F3483,small,19252.49850510433,33998.95805369047
F3484,small,8836.736371834782,48514.97303354767
F3485,small,23998.947796293753,9383.570407469553
F3486,small,11098.606941263604,53240.553756358495
F3487,small,9709.35467346373,39611.3603341561
F3488,small,6966.144771903707,38232.451654905824
F3489,small,37038.076597710075,28739.281085950977
F3490,small,34566.37476460265,27402.245463410614
F3491,small,44696.589823188035,29079.60353410131
F3492,small,28775.25375372112,22146.710443707267
F3493,small,25897.995433950888,49979.25049099075
F3494,small,19228.114894444756,46417.5031103635
F3495,small,21866.633247457412,37007.64570145209
F3496,small,23903.61115940246,26393.41240239906
F3497,small,31694.270942094434,23625.708255140657
F3498,small,38813.983141860626,4423.227306199202
F3499,small,49290.04135482238,24993.288736891627
F3500,small,10650.617341253435,46504.921337638014
F3501,small,43983.59764675702,28309.28806705206
F3502,small,11366.542020399918,59485.504594113074
F3503,small,15206.820359830768,57129.78525135248
F3504,small,36875.7034570718,23271.38267556212
F3505,small,29745.753437216834,36605.439309786496
F3506,small,23140.862117094595,56980.91757070389
F3507,small,7377.965620495746,43321.783365853415
F3508,small,13016.327149965855,48758.69994645546
F3509,small,34807.88247738475,48310.586877873066
F3510,small,4457.741006394113,32767.932459799715
F3511,small,23239.347699254748,25712.428770667568
F3512,small,23408.56455129898,30834.96903373496
F3513,small,30593.636678500763,43102.28867283074
F3514,small,24950.610947935827,28873.610698192428
F3515,small,33253.69357394957,40981.433582539845
F3516,small,24530.966376997236,32939.730211704285
F3517,small,29898.457576331395,56367.547578737554
F3518,small,10103.432301707913,39761.181113897
F3519,small,22775.892463443262,8284.662281694065
F3520,small,12511.01534501311,42204.636212364145
F3521,small,35516.82978885613,45148.35336929439
F3522,small,35455.29498102734,51587.03313295209
F3523,small,25768.45408130623,35817.12505603152
F3524,small,48538.05789240992,32283.37741492039
F3525,small,7938.407372163031,32607.29069283881
F3526,small,35923.607637773224,20613.844343295208
F3527,small,37571.39173545002,34700.92827904018
F3528,small,38951.842254395095,41550.00941820627
F3529,small,17769.440537551167,50368.711131772994
F3530,small,19413.8682380891,50686.66896421088
F3531,small,27240.15499661804,30070.26432028888
F3532,small,28278.047984283156,13401.044094733246
F3533,small,15146.503332048553,38172.44357516452
F3534,small,25435.473749621247,10522.358548151344
F3535,small,36396.731993972906,10293.480436376636
F3536,small,47240.976291000385,22380.93508017105
F3537,small,17134.35225418024,47752.72438039987
F3538,small,45187.8422506546,22641.780820112217
F3539,small,28220.582990721643,47522.82363415658
F3540,small,4261.060672448232,34532.99034604284
F3541,small,22573.613458358155,50754.90112566631
F3542,small,22262.344739847056,53663.0872000979
F3543,small,30450.323436895596,41505.08643773694
F3544,small,25664.25779544426,15688.136697025557
F3545,small,13789.39659416267,48438.64882754643
F3546,small,11165.644139380047,44460.350519626016
F3547,small,5302.60343380644,43296.135719287486
F3548,small,31369.13774365131,51504.53426512816
F3549,small,36225.62363266709,45618.816966260485
F3550,small,18631.76525797092,33159.70761651793
F3551,small,29895.530655581784,8618.855249004328
F3552,small,47790.45669050055,34983.98560739335
F3553,small,36476.87140415946,49030.745575764806
F3554,small,26303.003110251502,40753.04527328665
F3555,small,9027.501043676593,42951.27604368539
F3556,small,23393.7875012957,23475.38979139173
F3557,small,37373.82019514135,33682.368022737624
F3558,small,10607.404273905597,41248.01967341642
F3559,small,34503.63346744522,10840.768617838305
F3560,small,36778.937946416205,33270.884065856146
F3561,small,24743.40746258003,54105.61589976055
F3562,small,37188.25076853466,53703.481412470595
F3563,small,24404.30745144145,49571.06398704958
F3564,small,33240.026920477,48803.911873478886
F3565,small,44637.506001735564,26465.813107778733
F3566,small,26429.459242275116,56223.36827094801
F3567,small,25667.19256406095,20529.97383873116
F3568,small,49545.46681727195,23208.604335159016
F3569,small,33117.72570086316,5837.518673245461
F3570,small,29072.34391813327,54237.62288307922
F3571,small,5354.220549137038,36793.75627759995
F3572,small,21379.087686253137,21993.333775558312
F3573,small,23636.54149349578,59629.64292096439
F3574,small,4637.071039715351,33111.29286035482
F3575,small,2475.2698957132757,45106.95146016346
F3576,small,26130.615601834357,41122.67897716843
F3577,small,34523.76629944463,30172.77370617678
F3578,small,19753.714400703793,40884.55014014855
F3579,small,21382.018474701625,42887.249698890366
F3580,small,20312.704169521858,44742.33819402232
F3581,small,24390.728585985467,24467.398625985472
F3582,small,17666.57849346559,52179.2439000481
F3583,small,34852.83260622782,42162.51864545392
F3584,small,22841.729083370996,9317.043172738626
F3585,small,36762.03772969907,31066.54848025815
F3586,small,25417.862529501068,36527.76817729583
F3587,small,19903.790442364065,32711.57299371139
F3588,small,35528.05234732827,32272.781188315068
F3589,small,33377.14870308739,25262.637264135632
F3590,small,41124.68538002741,41866.53596554893
F3591,small,19688.88916387823,47947.686921617795
F3592,small,39073.726387878945,24664.56712694397
F3593,small,31192.688608413697,28536.231013458506
F3594,small,39961.322882693996,24958.70385837325
